,Job Title,Educational Qualification,Job Sector,Educational Pathway,HEI with PRC Exam,Some HEI,Job Subsector,PSOC Code,ISCO Code,SOC Code,SOC Title,SOC Codes,SOC Titles,AIOE,Complementarity,AI Risk Classification
70,Media Relations Officer,Bachelor of Arts in Integrated Communications and Public Relations,"Professional, Scientific and Technical Activities",Higher Education,No,No,Advertising,2432,2432,27-3031.00,Public Relations Specialists,['27-3031.00'],['Public Relations Specialists'],1.1520491300591629,0.6141666666666666,Automated
71,Diversity & Inclusion Specialist,Bachelor of Arts in Intercultural Studies,"Professional, Scientific and Technical Activities",Higher Education,No,No,Research and experimental development on social sciences and humanities,2422,2422,13-1199.00,"Business Operations Specialists, All Other","['13-1199.00', '13-1199.04', '13-1199.05', '13-1199.06', '13-1199.07']","['Business Operations Specialists, All Other', 'Business Continuity Planners', 'Sustainability Specialists', 'Online Merchants', 'Security Management Specialists']",1.3859557457532188,0.5558333333333333,Automated
72,Social Policy Analyst,Bachelor of Arts in Interdisciplinary Studies,"Professional, Scientific and Technical Activities",Higher Education,No,No,Research and experimental development on social sciences and humanities,2422,2422,13-1199.05,Sustainability Specialists,"['13-1199.00', '13-1199.04', '13-1199.05', '13-1199.06', '13-1199.07']","['Business Operations Specialists, All Other', 'Business Continuity Planners', 'Sustainability Specialists', 'Online Merchants', 'Security Management Specialists']",1.3859557457532188,0.5558333333333333,Automated
73,Political Risk Analyst,Bachelor of Arts in International Relations,"Professional, Scientific and Technical Activities",Higher Education,No,No,Research and experimental development on social sciences and humanities,2633,2633,19-3094.00,Political Scientists,"['19-3093.00', '19-3094.00', '19-3099.00', '19-3099.01']","['Historians', 'Political Scientists', 'Social Scientists and Related Workers, All Other', 'Transportation Planners']",1.1838804722285154,0.655,Augmented
74,Global Programs Associate,Bachelor of Arts in International Studies,"Professional, Scientific and Technical Activities",Higher Education,No,Yes,"Other professional, scientific and technical activities, n.e.c.",2423,2423,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors","['13-1071.00', '13-1075.00', '13-1141.00', '21-1012.00']","['Human Resources Specialists', 'Labor Relations Specialists', 'Compensation, Benefits, and Job Analysis Specialists', 'Educational, Guidance, and Career Counselors and Advisors']",1.2693805338487802,0.645,Augmented
75,U.S. Country Desk Analyst,Bachelor of Arts in International Studies Major in American Studies,"Professional, Scientific and Technical Activities",Higher Education,No,No,Research and experimental development on social sciences and humanities,2631,2631,19-3011.00,Economists,"['19-3011.00', '19-3011.01']","['Economists', 'Environmental Economists']",1.3048791758888318,0.6155555555555555,Automated
76,China Desk Specialist,Bachelor of Arts in International Studies Major in Chinese Studies,"Professional, Scientific and Technical Activities",Higher Education,No,No,Research and experimental development on social sciences and humanities,2422,2422,13-1199.00,"Business Operations Specialists, All Other","['13-1199.00', '13-1199.04', '13-1199.05', '13-1199.06', '13-1199.07']","['Business Operations Specialists, All Other', 'Business Continuity Planners', 'Sustainability Specialists', 'Online Merchants', 'Security Management Specialists']",1.3859557457532188,0.5558333333333333,Automated
77,EU Policy Analyst,Bachelor of Arts in International Studies Major in European Studies,"Professional, Scientific and Technical Activities",Higher Education,No,No,Research and experimental development on social sciences and humanities,2422,2422,13-1199.07,Security Management Specialists,"['13-1199.00', '13-1199.04', '13-1199.05', '13-1199.06', '13-1199.07']","['Business Operations Specialists, All Other', 'Business Continuity Planners', 'Sustainability Specialists', 'Online Merchants', 'Security Management Specialists']",1.3859557457532188,0.5558333333333333,Automated
78,Japan Market Liaison,Bachelor of Arts in International Studies Major in Japanese Studies,"Professional, Scientific and Technical Activities",Higher Education,No,No,"Other professional, scientific and technical activities, n.e.c.",2433,2433,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","['41-1012.00', '41-4011.00', '41-4011.07']","['First-Line Supervisors of Non-Retail Sales Workers', 'Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products', 'Solar Sales Representatives and Assessors']",1.128280911286404,0.7080555555555555,Augmented
79,Halal Compliance Specialist,Bachelor of Arts in Islamic Studies,Manufacturing,Higher Education,No,No,Manufacture of other food products,2632,2632,19-3091.00,Anthropologists and Archeologists,"['19-3041.00', '19-3091.00', '19-3092.00']","['Sociologists', 'Anthropologists and Archeologists', 'Geographers']",1.323153666801917,0.6375000000000001,Augmented
80,Japanese Language and Culture Assistant,Bachelor of Arts in Japanese Studies,Education,Higher Education,No,Yes,Other Education,3412,3412,21-1093.00,Social and Human Service Assistants,['21-1093.00'],['Social and Human Service Assistants'],0.7040484605627692,0.6691666666666666,Augmented
81,News Reporter,Bachelor of Arts in Journalism,Information and Communication,Higher Education,No,No,Programming and Broadcasting Activities,2642,2642,27-3023.00,"News Analysts, Reporters, and Journalists","['27-3023.00', '27-3041.00']","['News Analysts, Reporters, and Journalists', 'Editors']",0.8767206131646967,0.6397222222222223,Augmented
82,Content Writer,Bachelor of Arts in Language and Literature,Information and Communication,Higher Education,No,No,"Publishing of books, periodicals and other publishing activities",2641,2641,27-3042.00,Technical Writers,"['27-3041.00', '27-3042.00', '27-3043.00', '27-3043.05']","['Editors', 'Technical Writers', 'Writers and Authors', 'Poets, Lyricists and Creative Writers']",1.0358423916827189,0.6130555555555556,Automated
83,Legal Assistant,Bachelor of Arts in Legal Management,"Professional, Scientific and Technical Activities",Higher Education,No,Yes,"Other professional, scientific and technical activities, n.e.c.",3411,3411,23-2011.00,Paralegals and Legal Assistants,"['23-1012.00', '23-2011.00', '23-2093.00', '23-2099.00', '33-3011.00', '33-9021.00', '33-9031.00']","['Judicial Law Clerks', 'Paralegals and Legal Assistants', 'Title Examiners, Abstractors, and Searchers', 'Legal Support Workers, All Other', 'Bailiffs', 'Private Detectives and Investigators', 'Gambling Surveillance Officers and Gambling Investigators']",1.3070863972664746,0.5563888888888889,Automated
84,Compliance Officer,Bachelor of Arts in Legal Studies,Administrative and Support Service Activities,Higher Education,No,No,"Business support service activities, n.e.c.",2422,2422,13-1199.07,Security Management Specialists,"['13-1199.00', '13-1199.04', '13-1199.05', '13-1199.06', '13-1199.07']","['Business Operations Specialists, All Other', 'Business Continuity Planners', 'Sustainability Specialists', 'Online Merchants', 'Security Management Specialists']",1.3859557457532188,0.5558333333333333,Automated
85,Archivist,Bachelor of Arts in Library Science,"Arts, Entertainment and Recreation",Higher Education,Yes,No,"Libraries, archives, museums and other cultural activities",2621,2621,25-4011.00,Archivists,"['25-4011.00', '25-4012.00']","['Archivists', 'Curators']",0.607945271391798,0.5930555555555556,Automated
86,Linguistics Researcher,Bachelor of Arts in Linguistics,"Professional, Scientific and Technical Activities",Higher Education,No,No,Research and experimental development on social sciences and humanities,2353,2353,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","['25-3011.00', '25-3021.00', '25-3099.00']","['Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors', 'Self-Enrichment Teachers', 'Teachers and Instructors, All Other']",1.2582433061758564,0.6505555555555556,Augmented
87,Junior Associate (Consulting),Bachelor of Arts in Management,"Professional, Scientific and Technical Activities",Higher Education,No,Yes,Management consultancy activities,2421,2421,13-1111.00,Management Analysts,"['13-1081.00', '13-1081.01', '13-1081.02', '13-1111.00']","['Logisticians', 'Logistics Engineers', 'Logistics Analysts', 'Management Analysts']",1.2774698120776689,0.6097222222222222,Automated
88,Multimedia Journalist,Bachelor of Arts in Mass Communication,Information and Communication,Higher Education,No,No,Programming and Broadcasting Activities,2642,2642,27-3023.00,"News Analysts, Reporters, and Journalists","['27-3023.00', '27-3041.00']","['News Analysts, Reporters, and Journalists', 'Editors']",0.8767206131646967,0.6397222222222223,Augmented
89,Media Planning Assistant,Bachelor of Arts in Media and Entertainment Management,Information and Communication,Higher Education,No,Yes,"Motion picture, video and television programme activities",3521,3521,27-4012.00,Broadcast Technicians,"['27-4011.00', '27-4012.00', '43-2099.00', '27-4014.00', '27-4031.00', '27-4099.00']","['Audio and Video Technicians', 'Broadcast Technicians', 'Communications Equipment Operators, All Other', 'Sound Engineering Technicians', 'Camera Operators, Television, Video, and Film', 'Media and Communication Equipment Workers, All Other']",-0.1124326711769413,0.6050000000000001,Not Affected
90,Community Ministry Assistant,Bachelor of Arts in Ministry,Human Health and Social Work Activities,Higher Education,No,Yes,"Other social work activities without accommodation, n.e.c.",3413,3413,21-2099.00,"Religious Workers, All Other",['21-2099.00'],"['Religious Workers, All Other']",1.2286492318817148,0.6755555555555555,Augmented
91,Visual Effects Assistant,Bachelor of Arts in Multimedia Arts,"Arts, Entertainment and Recreation",Higher Education,No,Yes,"Creative, arts and entertainment activities",2166,2166,27-1014.00,Special Effects Artists and Animators,"['27-1014.00', '27-1024.00']","['Special Effects Artists and Animators', 'Graphic Designers']",0.6104659406880933,0.6152777777777777,Automated
92,Interactive Media Assistant,Bachelor of Arts in Multimedia Studies,Information and Communication,Higher Education,No,Yes,"Computer programming, consultancy and related activities",3521,3521,27-4011.00,Audio and Video Technicians,"['27-4011.00', '27-4012.00', '43-2099.00', '27-4014.00', '27-4031.00', '27-4099.00']","['Audio and Video Technicians', 'Broadcast Technicians', 'Communications Equipment Operators, All Other', 'Sound Engineering Technicians', 'Camera Operators, Television, Video, and Film', 'Media and Communication Equipment Workers, All Other']",-0.1124326711769413,0.6050000000000001,Not Affected
93,Sound Technician,Bachelor of Arts in Music Production,Information and Communication,Higher Education,No,Yes,Sound recording and music publishing activities,3521,3521,27-4011.00,Audio and Video Technicians,"['27-4011.00', '27-4012.00', '43-2099.00', '27-4014.00', '27-4031.00', '27-4099.00']","['Audio and Video Technicians', 'Broadcast Technicians', 'Communications Equipment Operators, All Other', 'Sound Engineering Technicians', 'Camera Operators, Television, Video, and Film', 'Media and Communication Equipment Workers, All Other']",-0.1124326711769413,0.6050000000000001,Not Affected
94,Music Production Assistant,Bachelor of Arts in Music Production and Technology,Information and Communication,Higher Education,No,Yes,Sound recording and music publishing activities,3521,3521,27-4011.00,Audio and Video Technicians,"['27-4011.00', '27-4012.00', '43-2099.00', '27-4014.00', '27-4031.00', '27-4099.00']","['Audio and Video Technicians', 'Broadcast Technicians', 'Communications Equipment Operators, All Other', 'Sound Engineering Technicians', 'Camera Operators, Television, Video, and Film', 'Media and Communication Equipment Workers, All Other']",-0.1124326711769413,0.6050000000000001,Not Affected
95,Internal Communications Specialist,Bachelor of Arts in Organizational Communication,"Professional, Scientific and Technical Activities",Higher Education,No,No,Advertising,7422,7422,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers","['49-1011.00', '49-2011.00', '49-2021.00', '49-2022.00', '49-2093.00', '49-9052.00']","['First-Line Supervisors of Mechanics, Installers, and Repairers', 'Computer, Automated Teller, and Office Machine Repairers', 'Radio, Cellular, and Tower Equipment Installers and Repairers', 'Telecommunications Equipment Installers and Repairers, Except Line Installers', 'Electrical and Electronics Installers and Repairers, Transportation Equipment', 'Telecommunications Line Installers and Repairers']",-0.1748634323778201,0.6933333333333334,Not Affected
