Provider Name,Class Name,Region Name,Province Name,City Name,Address,focal,phone,e mail,Qualification,Trainer Count,Enrolled,Graduates
"INTERNATIONAL TRAINING CENTER AND HOSPITALITY INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"Unit 02, 2/F Elena Roces Building, No. 7 Pioneer St., Mandaluyong City",Mr. Ulysses D. Campos,634-8244 / 634-3300 or 0927-418-7015,info@itchi-asia.com,Bread and Pastry Production NC II,3,263,344
POWER LINK CENTER FOR ADVANCED TECHNICAL SKILLS DEVELOPMENT INC.,TVIs,National Capital Region (NCR),City of Manila,"Malate, City of Manila","2F Marbella II Bldg. 2071 Roxas Blvd., Malate, Manila",Francis T. Tajanlangit ,331-3180 / 331-3177 / 742-3400,powerlink0615@gmail.com,Bread and Pastry Production NC II,5,401,342
TAGUIG MANPOWER TRAINING AND ASSESSMENT CENTER (TMTC),LGU,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Col. Ballecer St., Brgy. Central Signal Village, Taguig City",Evangeline F. Sabater,9297015428,manpowertmtc@gmail.com,Bread and Pastry Production NC II,4,199,342
"ST. MICHAEL ARCANGEL TECHNOLOGICAL INSTITUTE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 101 Rodriguez St. Santolan Road, Malabon City",VICTOR COLUMBUS C. CANTA,734-0042,smati.malabon@gmail.com,Bread and Pastry Production NC II,2,233,341
PHILIPPINE SCHOOL FOR TECHNOLOGY DEVELOPMENT AND INNOVATION INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Corner De Leon Street, Purok 1-A Kabatuhan Street, Mapulang Lupa, Valenzuela City",Arvin C. Mamites,(02) 750-3718,philschooltechdevinno@gmail.com,Bread and Pastry Production NC II,2,188,339
GLOBETEK SCIENCE FOUNDATION INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"7781 Saint Paul Road, San Antonio, Makati City",JOSEPHINE B. LAGUATAN,(02) 519-1470 to 71/(02) 8899-7781/0917-884-4873,globetek.tvitesda@gmail.com,Bread and Pastry Production NC II,4,348,326
SACRED HEART TECHNICAL & VOCATIONAL ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Quirino Highway corner Zabarte Road, Bgy. Kaligayahan Quezon City ",CHRISTOPHER ALFRED F. AZANZA,"939-1712, 939-2154",qc.sacredheart.t2mis@gmail.com,Bread and Pastry Production NC II,3,144,316
"GATEWAYS INSTITUTE OF SCIENCE & TECHNOLOGY, INC. (Mandaluyong)",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"3/F Raymundo Bldg. Kalentong St., Mandaluyong City",JOSE O. MONTENEGRO,534-4478,gistian08.mandakalentong@gmail.com,Bread and Pastry Production NC II,2,315,307
"ST. CATHERINE INSTITUTE OF TECHNOLOGY, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 425 Blas St., Hulong Duhat, Malabon City",RUTH M. CUNTAPAY,"8713-6741, 8352-0859, 8736-7278, 09185292561",stcatherineinstituteoftechnology@yahoo.com,Bread and Pastry Production NC II,1,179,306
COLLEGE OF SAINT AMATIEL INC.,TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"118 Interior Gen. Luna St., Brgy. Ibaba Malabon City ",PEPITO B. TRUMATA,497-7929,cmnv.saintamatiel.t2mis@gmail.com,Bread and Pastry Production NC II,2,256,299
ST. THOMAS AQUINAS INSTITUTE OF CALOOCAN INC.,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"#31 Dagohoy Street corner Caimito St., Brgy. 079, Caloocan City","EFREN E. MORENO, JR.",02-86530178 / 09082367204,thomas.center23@gmail.com,Bread and Pastry Production NC II,4,383,298
CABALEN TRAINING INSTITUTE CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"54 J.P. Rizal St. Project 4, Quezon City",Lorena C. Salvador,(02) 911-1584 loc 12,cti@cabalen.ph,Bread and Pastry Production NC II,3,302,285
"APICIUS CULINARY ARTS AND HOTEL MANAGEMENT, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"3/F LT Bldg., 8281 Dr. A. Santos Ave., Sucat, Parañaque City",IRENE H. ESPINOSA,8298640/2271487,executive.assistant@apicius.edu.ph,Bread and Pastry Production NC II,2,89,259
SMI INSTITUTE INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,Unit 3- A 3rd Flr Wardley Bldg. 1991 San Juan St. Pasay City,CRISTINA J. APLASCA,2474130,smiacademicenter@gmail.com,Bread and Pastry Production NC II,4,208,259
"Lexus Academy Training and Assessment Center, Inc.",TVIs,National Capital Region (NCR),PASMAK,Pasay City,"58-B. Sta. Monica, Pasay City",Donita Rose P. Moreno,834-7362,lexusacademyinc@gmail.com,Bread and Pastry Production NC II,1,208,231
TESDA Women's Center,TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"TESDA Bldg. 2, Gate 1, TESDA Complex, East Service Road South Luzon Expressway (SLEX), Taguig City",MYLENE H. SOMERA,8172650,twc@tesda.gov.ph,Bread and Pastry Production NC II,2,221,221
"Integrated Movement Academy, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"No. 33 Gloria Diaz St., BF Resort Village, Las Piñas City",Glecita R. Buan,871-2133/775-5016/552-9001,info.imaiph@gmail.com,Bread and Pastry Production NC II,2,156,213
"ACADEMY ASIA SCHOOL OF TECHNOLOGY AND THE ARTS, INC. ",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"2/F WRC Bldg. No. 47 Gil Fernando Midtown Subd., San Roque, Marikina City ",MR. JAIME G. DOLERA JR.,Tel. No. 234-0996,academy.asia@gmail.com,Bread and Pastry Production NC II,2,258,208
"MILESTONE TECHNOLOGICAL INSTITUTE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"3F JLB Bldg., Km 12 MacArthur Highway, Marulas, Valenzuela City",FERNANDO S. LIBAO JR.,85538078 / 09569771169,milestone.camanava2022@gmail.com,Bread and Pastry Production NC II,6,225,200
SAINT FRANCIS OF ASSISI COLLEGE OF ALABANG INC.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"19 Ilaya St., Alabang, Muntinlupa City",Danilo J. Solis,9153152821,sfacalabangtvi@gmail.com,Bread and Pastry Production NC II,2,193,197
"TRINITY POLYTECHNIC COLLEGE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"Isagani Campo St., Bankers Village 2, Barangay 184, Caloocan City",ENGR. MARIZEN S. MANALO,85631125 / 09066928678,trinitycaloocantvimis@gmail.com,Bread and Pastry Production NC II,2,159,197
"ST. MICHAEL CAREER FOCUSED ENHANCEMENT, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"3/F, Maria Compound Bldg., 14 Nicanor Roxas St., Brgy. San Roque, Marikina City",AMANDA BIANCA DIAZ DE RIVERA RODRIGUEZ,961-7772,stmichaelcareer.focused@gmail.com,Bread and Pastry Production NC II,7,392,194
ASIA SOURCE ICOLLEGE INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"One Victoria Plaza, A. Mabini, Kapasigan, Pasig City",DARIO S. ESPINEDA,637-9895,asiasource.academics@gmail.com,Bread and Pastry Production NC II,4,234,180
"Gateways Institute of Science and Technology, Inc.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"2/F Herminia Bldg., Commonwealth Ave., North Fairview, Quezon City",Jose O. Montenegro,930-4478 / 938-1834 / 09285595446,gist.fairview2010@gmail.com,Bread and Pastry Production NC II,1,188,173
PASIG CITY INSTITUTE OF SCIENCE AND TECHNOLOGY,LGU,National Capital Region (NCR),PAMAMARISAN,Pasig City,"Pio Alvarez St. , Barangay Bambang Pasig City ",CORINNA V. BUGAWAN,706-7977,pcistbambang@gmail.com,Bread and Pastry Production NC II,2,177,170
CENTER FOR ASIAN CULINARY STUDIES INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"175 Paterno Street, San Juan City",EUGENIO RAMON R. GONZALEZ,725-5089; 650-3282; 09773473277,cacschef@gmail.com,Bread and Pastry Production NC II,5,148,165
NAVOTAS VOCATIONAL TRAINING AND ASSESSMENT (NAVOTAAS) INSTITUTE - ANNEX II,LGU,National Capital Region (NCR),CAMANAVA,Navotas City,"Governor Pascual St., Barangay Daanghari, Navotas City",KATHRYN ANNE S. HILARIO,292-2277,navotaasinstitute.annex2@gmail.com,Bread and Pastry Production NC II,1,209,165
PAMANTASAN NG LUNGSOD NG MARIKINA,LCU,National Capital Region (NCR),PAMAMARISAN,Marikina City,"Brazil St., Greenheights Subd. Phase 1 (Main) Concepcion Uno Marikina City","JACQUELINE M. CALAYCAY RN, MAN, MSN",Tel. 369-8650 / 369-4927,plmar.techvoc@gmail.com,Bread and Pastry Production NC II,3,124,165
FPTI-PUNLAAN SCHOOL,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"No. 173 M. Paterno St., San Juan City",Maria Theresa E. Nabatar,727-0581 to 82 / 722-5671,reg@punlaanschool.edu.ph,Bread and Pastry Production NC II,1,199,160
"UST ANGELICUM COLLEGE, INC.",HEIs,National Capital Region (NCR),Quezon City,Quezon City,"112 M.J. Cuenco St., Brgy. Sto. Domingo, Quezon City","REV. FR. JOHN STEPHEN P. BESA, O.P.",712-1745/ 732-3725/ 732-4239,registrar@ustangelicum.edu.ph,Bread and Pastry Production NC II,1,139,155
"MAGSAYSAY CENTER FOR HOSPITALITY AND CULINARY ARTS, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"G/F and 2/F Commercial Space Pioneer, Woodlands Tower 1 and 2, EDSA corner Pioneer St., Mandaluyong City",PAOLO SANTINO A. GUEVARA ,721-1540,warly.pacol@mihca.edu.ph,Bread and Pastry Production NC II,1,172,152
"Treston International College, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Treston Building, 32nd St. corner C5 Road, Bonifacio Global City",MARIA CAROLINA C. ABANIL,819-6180,mverian@treston.edu.ph,Bread and Pastry Production NC II,2,51,152
"ST. THERESE OF THE CHILD JESUS INSTITUTE OF ARTS AND SCIENCES, INC.",TVIs,National Capital Region (NCR),PASMAK,Pasay City,"4th Floor Wardley Bldg., 1991 Taft Avenue cor. San Juan St., Barangay 36, Pasay City",MELVIN M. CRISOSTOMO,521-7362 / 710-4211,thereseinstitute@gmail.com,Bread and Pastry Production NC II,1,147,147
"Miesha Training Academy and Assessment Center, Inc.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Bonanza Bldg. II, Block 1 Lot 6 Hilltop Subd., Putol na Daan St., Greater Lagro, Quezon City",APRIL V. NUEDA,09494508000 / 751-6420,miesha.inc@gmail.com,Bread and Pastry Production NC II,2,136,134
NAVOTAS VOCATIONAL TRAINING AND ASSESSMENT (NAVOTAAS) INSTITUTE,LGU,National Capital Region (NCR),CAMANAVA,Navotas City,"Block 24, Phase II Area I, Dalag St. Kaunlaran Village Brgy. NBBS, Navotas City",KATHRYN ANNE S. HILARIO,283-7200,navotaasinstitute.annex1@gmail.com,Bread and Pastry Production NC II,1,148,134
HOSPITALITY INSTITUTE OF AMERICA-PHILIPPINES INC.,TVIs,National Capital Region (NCR),City of Manila,"Sampaloc, City of Manila","2/F UNIVERSITY CENTER BLDG., C.M. RECTO AVE., ZONE 041 BRGY. 395 SAMPALOC MANILA",Kristian B. Vicuña,806-43-55/ 09178598213/09084698962,kristian.hiap@gmail.com,Bread and Pastry Production NC II,1,181,131
DELTA TECHNOLOGICAL INSTITUTE INC.,TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"15 Indamaria Street, Barangay Potrero, Malabon City",MICHAEL CARLOS CASTRO,8710-5975 / 09175741982,deltatechnological@gmail.com,Bread and Pastry Production NC II,1,133,129
"MANILA CULINARY & HOSPITALITY ACADEMY, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"663 J. Wright, Brgy. Batis, San Juan City",CHERRYL CHUA,7234926 / 7242756,mchacademy.registrar@gmail.com,Bread and Pastry Production NC II,3,158,127
"MAGSAYSAY CENTER FOR HOSPITALITY AND CULINARY ARTS, INC.",TVIs,National Capital Region (NCR),City of Manila,"Ermita, City of Manila","3rd Floor Times Plaza Building, United Nations cor. Taft Ave., Ermita, Manila",PAOLO SANTINO A. GUEVARA,524-9996 loc.308/523-8538,jewel.evangelista@mihca.edu.ph,Bread and Pastry Production NC II,2,153,125
"EMMANUEL JOHN INSTITUTE OF SCIENCE & TECHNOLOGY, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"No. 237 M.H. del Pliar St., Grace Park, Caloocan City",MARLON S. PAGUIO,332-3060,cmnv.ejistcaloocan.t2mis@gmail.com,Bread and Pastry Production NC II,1,36,124
CHEF MARITIME MANAGEMENT SERVICES TRAINING AND ASSESSMENT CENTER CORP.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"2nd Floor Seagull Avenue cor. First Street, Barangay San Miguel, Taguig City",NELSON J. ALBANIEL,09458823769 / 09298084047,chefmaritime02taguigmain@gmail.com,Bread and Pastry Production NC II,2,123,123
St. Bernadette College of Alabang,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"Km. 23.6 East Service Rd., Udings Cmpd. I, Alabang, Muntinlupa City",Felicitas C. Rabonza,842-21-39 / 856-66-02/850-57-09,tvet@sbca.edu.ph,Bread and Pastry Production NC II,1,172,122
"WORLD CITI, INC. DOING BUSINESS UNDER THE NAME AND STYLE OF WORLD CITI COLLEGES AND WORLD CITI MEDIC",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"960 Aurora Boulevard, Cubao, Quezon City",MELISSA F. TAROY,9138380/4384580,worldciticolleges2@gmail.com,Bread and Pastry Production NC II,2,89,119
"COLEGIO DE SAN GABRIEL ARCANGEL OF CALOOCAN, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"Phase 10 Pkg. 6 Blk. 1 Lot 4 Bagong Silang, Caloocan City","EUGENIO V. DAUZ, Ph.D.",579-40-11,cmnv.cdsgacal.tvimis@gmail.com,Bread and Pastry Production NC II,2,140,118
"PERPETUAL HELP TECHNOLOGICAL SCHOOL, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"64 Espiritu St., Tinajeros, Malabon City ",ALBERTO V. GOMEZ,446-6765,cmnv.perpetualhelp.t2mis@gmail.com,Bread and Pastry Production NC II,2,165,115
IAB INTERNATIONAL TRAINING CENTER INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"3rd Floor Family Life Center Bristol St. North Fairview, Quezon City",Pacquito Lcaba,0933-8548105,iabinternational.trainingcenter@gmail.com,Bread and Pastry Production NC II,1,116,111
"RIGHT FOCUS TRAINING CENTER, INC.",TVIs,National Capital Region (NCR),City of Manila,"Santa Cruz, City of Manila","RFTC Bldg., 1400 Pampanga Street, Sta. Cruz, Manila",ROSALINDA O. FERNANDEZ,02-75013324/ 02-77291903/ 0995-3920549,rightfocus.diploma@gmail.com,Bread and Pastry Production NC II,2,112,107
Bernardo College,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"Bernardo College Compound, Pulanglupa I, Las Piñas City",Maria Jesusan- Bernardo Guinto,873-3330,bernardocollege@yahoo.com,Bread and Pastry Production NC II,1,101,101
MILLENNIUM PROPERTIES AND BROKERAGE INCORPORATED - ASTORIA CULINARY & HOSPITALITY INSTITUTE,TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No. 22 Gen. Araneta and Lukban Streets, Barangay San Antonio, Pasig City",FELIMON J. REGALADO JR. ,788-1847,training@astoriaplaza.com,Bread and Pastry Production NC II,2,102,101
"UNO CAREGIVER AND DOMESTIC MNGT TRAINING, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"No. 1587 Paradiso Centre, Copernico Street, Brgy. San Isidro, Makati City",MARY GRACE ROSALIA GULAN,843-5918/844-3231,uno_training@yahoo.com,Bread and Pastry Production NC II,2,101,101
"MOVERS INTERNATIONAL SCHOOL, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"481 Real St., Alabang-Zapote Road, Almanza Uno, Las Piñas City",MA. VERONICA S. ESTOR,632 72577896 / 09178781978,moversint.tesda@gmail.com,Bread and Pastry Production NC II,2,99,99
"Arandia College, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Lot 1, Block 1, F. Valarao St., Airport Village, Moonwalk, Parañaque City",FDr. Dr. Yolanda Dela Cruz Arandia,822-4701/822-4711,arandiacollegeinc.tac@gmail.com,Bread and Pastry Production NC II,1,97,97
TRINITY POLYTECHNIC COLLEGE INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"892 Alfina Building, Quirino Highway, Gulod, Quezon City",Maria Rosario V. Ceballo,738-1713,qc.trinitytvimis@gmail.com,Bread and Pastry Production NC II,2,99,95
HOME CULINARY AND TECHNICAL SCHOOL CORPORATION,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"No. 97 Doña Soledad Better Living, Don Bosco, Parañaque City",DAVE DV. NAVARRO,239-2860,homeculinary@kingsgroup.com.ph,Bread and Pastry Production NC II,1,124,94
GLOBAL CENTER OF EDUCATION MANAGEMENT SCIENCE AND TECHNOLOGY CORP.,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"7 Cabatuhan Road Deparo, Barangay 168 Caloocan City",ATTY. SALVADOR B. BELARO JR.,(02) 938-9575/09257622699,gcemsat2019@gmail.com,Bread and Pastry Production NC II,2,117,92
"LA SALLE GREENHILLS, INC.",HEIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"343 Ortigas Ave., Mandaluyong City",Mrs. Maria Carmela A. Boncodin,721-2000 loc 249 / 721-2000 loc 121,alted.aac@lsgh.edu.ph,Bread and Pastry Production NC II,2,96,92
UNITED INTERNATIONAL MARITIME TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,4th Floor Sea Tower Bldg. 2332 Roxas Blvd. cor. Arnaiz St. Pasay City,Wilhermino S. Maniego,8230918,uimtac_inc@yahoo.com.ph,Bread and Pastry Production NC II,1,87,82
"Lakewood School of Alabang, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"Timbol Bldg., No. 21 National Road, Putatan, Muntinlupa City",Julita M. Concepcion,550-2260/861-0397,techvoc.lakewood@gmail.com,Bread and Pastry Production NC II,1,34,78
"INFOTECH COLLEGE OF ARTS AND SCIENCES PHILIPPINES, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"3rd Floor Buenviaje Bldg., Felix Ave., cor. Marcos Highway, Midtown III Subd., San Roque, Marikina City",MR. JOHN PAULO C. CAHAPAY,8641-7104/09981881309,icasmarcoshighway@gmail.com,Bread and Pastry Production NC II,1,77,74
"INTEGRATED INNOVATION AND HOSPITALITY COLLEGES, INC.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Buenamar Subdivision, Buenamar Drive, Brgy. Novaliches Proper, Novaliches, District 5, Quezon City",JOEY Q. MANALO,754-9645,qc.integratedinnovation.t2mis@gmail.com,Bread and Pastry Production NC II,2,76,74
"MANILA ATELIER OF FOOD ARTS AND HOSPITALITY, INC.",TVIs,National Capital Region (NCR),City of Manila,"Ermita, City of Manila","537 UNITED NATIONS AVENUE, ERMITA, MANILA",Jovito E. Rodriguez,995-3650 / 998-6153,mlaatelier17@gmail.com,Bread and Pastry Production NC II,2,73,73
"Asia Source College of Arts and Technology, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"4/F Gate 3 Plaza, Lawton Avenue cor. Juliano Ave., AFPOVAI Phase lll, Western Bicutan, Taguig City",Dario S. Espineda,553-5202/869-8824,asiasource.academics@gmail.com,Bread and Pastry Production NC II,2,75,69
"GLOBAL CULINARY & HOSPITALITY ACADEMY, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"4/F Millenium Place Bldg., Meralco Ave. and Sapphire Road, Ortigas Center, Brgy. San Antonio, Pasig City",Benjamin N. Ledesma Jr.,633-6382 / 638-9183,registrar.globalacademy@gmail.com,Bread and Pastry Production NC II,3,77,68
"INTEGRATED INNOVATION AND HOSPITALITY COLLEGES, INC.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"C. I. Plaza Bldg. Zabarte Road Novaliches, Quezon City",Javelyn B. Pineda,754-9645,qc.integinnovationtvimis@gmail.com,Bread and Pastry Production NC II,1,25,67
OUR LADY OF LOURDES COLLEGE INC,HEIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,5037 Gen. T. de Leon St. Valenzuela City ,DR. ADELIA C. DEMETILLO,293-9372/293-5009,cmnv.ollci.tvimis@gmail.com,Bread and Pastry Production NC II,1,64,64
VALENZUELA CITY TECHNOLOGICAL COLLEGE,LGU,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Kamagong St., Fortune Vill. 6, Parada, Valenzuela City",DR. YOLANDA G. GADON,82930775 / 82920480,cmnv.valtech.tvimis@gmail.com,Bread and Pastry Production NC II,1,69,62
"ST. LOUISE DE MARILLAC INTERNATIONAL FOUNDATION, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"B34 L4 Adelfa St., Evergreen Executive Village, Bagumbong, Caloocan City","MELINDA B. MENDOZA, DBA",930-1752,stlouisedemarillac2015@gmail.com,Bread and Pastry Production NC II,2,57,57
"DIVINE MERCY COLLEGE FOUNDATION, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"129 Jose P. Bautista Avenue, Caloocan City",MA. PAULA ISABELLA M. SALANDANAN,361-19-22/350-83-67/362-31-47,tesda@dmcfi.edu.ph,Bread and Pastry Production NC II,1,56,56
SANTA CELERINA INSTITUTE OF TECHNOLOGY (SCITEC) INC.,TVIs,National Capital Region (NCR),City of Manila,"Santa Cruz, City of Manila","2248 Rizal Avenue, Brgy. 347, Sta. Cruz, Manila",CELERINA T. MONTORIO,7257-7856,scitec.manila@gmail.com,Bread and Pastry Production NC II,1,52,52
"EMMAUS CHRISTIAN SCHOOLS, INCORPORATED",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"No. 309 M.H. del Pilar Road, Malanday Valenzuela City",Francesca Kitchie F. Espanto,443-4048/931-4227/426-5211,tvioffice@emmauschristianschool.net,Bread and Pastry Production NC II,2,50,50
"SHIP HOTEL CRUISE INSTITUTE OF THE PHILS., INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"22nd Flr., BDO Plaza, Paseo de Roxas cor. Makati Avenue, 1227 Salcedo Village, Makati City",Yvette Marie F. Mago,892-8280/894-3270,yvette.mago@yahoo.com,Bread and Pastry Production NC II,1,51,50
"MAVI ARTS AND VOCATIONAL INSTITUTE, INC.",TVIs,National Capital Region (NCR),City of Manila,"Tondo I/II, City of Manila",1036-A MORONG ST. BGY. 205 TONDO MANILA,ROSALIN B. ORDOÑA,251-3665,maviartsvocationalinstitute@gmail.com,Bread and Pastry Production NC II,2,75,49
"Integrated Innovation and Hospitality Colleges, Inc.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"Lots 1 and 2, Block 11, Nissan St., Zabarte Road Extension, Brixton Ville Subdivision Bgy. 175, Camarin, Caloocan City",JOEY Q. MANALO,79566594,iihcollegebrixton2020@gmail.com,Bread and Pastry Production NC II,2,50,47
"Olivarez College, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Dr. A. Santos Ave., Barangay San Dionisio, Parañaque City",Dr. Eric L. Olivarez,"825-71-89, 825-71-19 fax - 825-87-12",Ocp.tesda@olivarezcollege.edu.ph,Bread and Pastry Production NC II,1,49,47
