,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,AIOE,Complementarity,Classification,C-AIOE
167,Church Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.7806366196871929,0.6655492424242423,Augmented,0.5330062647034659
168,Circuit Design Engineer,Manufacturing,Manufacture of electronic components,Higher Education,Yes,No,0.6853776260103156,0.5906944444444444,Displaced,0.51926874303976
169,Civics Curriculum Developer,Education,Educational support services,Higher Education,No,No,1.333804583640498,0.6875,Augmented,0.8814225290224291
170,Civil Defense Program Staff,Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,No,No,-1.2762872583675486,0.7555555555555555,Protected,-0.7565547248212081
171,Civil Service Officer,Public Administration and Defense; Compulsory Social Security,Public Order and Safety Activities,Higher Education,Yes,No,1.4540568100648037,0.605625,Augmented,1.0799401099752137
172,Classical Performer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,-0.0481137107809598,0.5141666666666667,Isolated,-0.0401348537431173
173,Clean-Up Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,-0.1802445932619149,0.6108333333333333,Protected,-0.13293038753066225
174,Clergy Program Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,0.7806366196871929,0.6655492424242423,Augmented,0.5330062647034659
175,Clerk (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,1.0117367283079466,0.5203728070175438,Displaced,0.8376780740628624
176,Climate and Weather Monitoring Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,0.0882226573666494,0.5626388888888889,Displaced,0.06931605176710218
177,Climate Science Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,1.121407837793284,0.6320138888888889,Augmented,0.8032862393637309
178,Clinical Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,0.131317826544596,0.5872222222222223,Displaced,0.09994745687005362
179,Clinical Chemistry Analyst,Manufacturing,Manufacture of basic chemicals,Higher Education,Yes,No,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
180,Clinical Research Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,0.131317826544596,0.5872222222222223,Displaced,0.09994745687005362
181,Clothing Line Technician,Manufacturing,"Manufacture of wearing apparel, except fur apparel",Higher Education,No,Yes,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
182,CNC EDM Wire Cut Operator,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,-0.8341351787751918,0.5330229377104376,Isolated,-0.6800790826101766
183,CNC Lathe Machine Operator,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,-1.1384208402675908,0.5302777777777778,Isolated,-0.9312914929411263
184,CNC Machinist,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,-0.8341351787751918,0.5330229377104376,Isolated,-0.6800790826101766
185,CNC Milling Machine Operator,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,-0.8341351787751918,0.5330229377104376,Isolated,-0.6800790826101766
186,Coastal Resource Assistant,"Agriculture, Forestry, and Fishing",Aquaculture,Higher Education,No,Yes,1.121407837793284,0.6320138888888889,Augmented,0.8032862393637309
187,Coconut Farmer,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,-1.153152853548008,0.5406076388888889,Isolated,-0.9314311894326576
188,Cocoon Farmer,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,-1.0528327163871605,0.5588888888888889,Isolated,-0.8311529388811973
189,Coffee Farmer Nursery Operator,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,-1.153152853548008,0.4963888888888889,Isolated,-0.9824221671754836
190,Cold Storage Technician,Manufacturing,Installation of industrial machinery and equipment,Higher Education,No,No,-0.9694564085988252,0.5850000000000001,Isolated,-0.7400183918971032
191,Commercial Air-Conditioning Unit Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,-0.9106473891239084,0.686111111111111,Protected,-0.6030509376864995
192,Commercial Diver,Transportation and Storage,"Sea and coastal water transport, Inland water transport",Not Higher Education,No,No,-0.7138985758488017,0.7611111111111111,Protected,-0.41921710815121305
193,Commercial Refrigeration Equipment Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,-0.9106473891239084,0.686111111111111,Protected,-0.6030509376864995
194,Commis Chef,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,-0.1489164181781776,0.57,Isolated,-0.11590661214868159
195,Commis Helper,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,-0.6267809371496645,0.5396732026143791,Isolated,-0.5068527545675964
196,Communications and Advocacy Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
197,Communications Consultant,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
198,Communications Designer,"Professional, Scientific and Technical Activities",Specialized design activities,Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
199,Communications Specialist,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,-1.0922437980466209,0.6463888888888889,Protected,-0.7666944660177253
200,Community Birth Attendant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,-0.5276871682377668,0.6126388888888888,Protected,-0.388216518077146
201,Community Development Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,Yes,No,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
202,Community Governance Assistant,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,Yes,1.0600457450196432,0.5005555555555555,Displaced,0.8986832260555421
203,Community Health Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,0.0229134919313405,0.6677777777777778,Augmented,0.015593904231051173
204,Community Infectious Disease Management Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,0.2059317681316812,0.7743981481481482,Augmented,0.11819148747816907
205,Community Media Coordinator,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,Yes,-0.5276871682377668,0.6405864197530864,Protected,-0.37346896465618
206,Community Ministry Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,0.7806366196871929,0.6655492424242423,Augmented,0.5330062647034659
207,Community Mobilization Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
208,Community Nutrition Services Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,0.0229134919313405,0.6677777777777778,Augmented,0.015593904231051173
209,Community Outreach Aide,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,Yes,No,0.0229134919313405,0.6677777777777778,Augmented,0.015593904231051173
210,Community Participation Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
211,Community Pharmacist,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,0.6009057203410911,0.7186111111111111,Augmented,0.37840368555923715
212,Community Relations Associate,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
213,Community Relations Officer,Construction,Construction of buildings,Higher Education,No,No,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
214,Community-Based Health Care Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.0229134919313405,0.6677777777777778,Augmented,0.015593904231051173
215,Company Driver (Hotel),Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,-0.5689450320871856,0.6258333333333334,Protected,-0.4110627856829916
216,Compliance and Regulatory Officer,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,1.4540568100648037,0.605625,Augmented,1.0799401099752137
217,Compliance Officer,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,1.4540568100648037,0.605625,Augmented,1.0799401099752137
218,Computer Assembler,Manufacturing,Manufacture of computers and peripheral equipment and accessories,Not Higher Education,No,No,-0.6501212176431842,0.5002777777777777,Isolated,-0.5513389104068449
219,Computer Maintenance Technologist (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
220,Computer Security Support Staff,Information and Communication,Other information service activities,Not Higher Education,No,No,1.2355878663736692,0.5574537037037037,Displaced,0.9772012741324718
221,Computer Technician,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,Yes,-1.0922437980466209,0.6463888888888889,Protected,-0.7666944660177253
222,Computer Transcriptionist,Information and Communication,Other information service activities,Higher Education,No,No,1.0117367283079466,0.5203728070175438,Displaced,0.8376780740628624
223,Concept Art Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,0.733024170282144,0.563888888888889,Displaced,0.5750167380213262
224,Concierge Assistant,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,-1.440933617762003,0.5955555555555555,Isolated,-1.0847028067041746
225,Concrete Pump Operator,Construction,Other specialized construction activities,Not Higher Education,No,No,-1.15238606969144,0.6227777777777778,Protected,-0.836120115009456
