,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC
217,Compliance Officer,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,2422.0,2422,13-1199
218,Computer Assembler,Manufacturing                                                ,Manufacture of computers and peripheral equipment and accessories,Not Higher Education,No,No,8212.0,8212,51-9194
219,Computer Maintenance Technologist (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,3512.0,3512,15-1151 
220,Computer Security Support Staff,Information and Communication,Other information service activities,Not Higher Education,No,No,2529.0,2529,15-1199
221,Computer Technician,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,Yes,7422.0,7422,49-9052
222,Computer Transcriptionist,Information and Communication,Other information service activities,Higher Education,No,No,4419.0,4419,43-9199 
223,Concept Art Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,2166.0,2166,27-1024
224,Concierge Assistant,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,5153.0,5153,37-2011
225,Concrete Pump Operator,Construction,Other specialized construction activities,Not Higher Education,No,No,8342.0,8342,53-7032
226,Conductor,Transportation and Storage,Other land transport,Not Higher Education,No,No,5112.0,5112,53-6061
227,Confectioner,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,7512.0,7512,51-3011
228,Conservation Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,2133.0,2133,19-2041 
229,Conservation Scientist,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,2132.0,2132,25-9021
230,Construction Laborer,Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Not Higher Education,No,No,9313.0,9313,47-3019
231,Construction Lift Passenger/ Material Elevator Operator,Construction,Construction of utility projects,Not Higher Education,No,No,8343.0,8343,53-7041
232,Construction Painter,Construction,Building completion and finishing,Not Higher Education,No,No,7131.0,7131,47-2142
233,Construction Scheduler,Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,No,Yes,1323.0,1323,11-9021
234,Construction Site Assistant (Foreman),Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,No,Yes,7111.0,7111,11-9021
235,Construction Site Technician,Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,No,Yes,2142.0,2142,17-2051 
236,Consular Affairs Associate,Public Administration and Defense; Compulsory Social Security,Foreign affairs,Higher Education,No,Yes,3351.0,3351,33-3051
237,Consumer Electronics Assembler,Manufacturing                                                ,Manufacture of consumer electronics,Not Higher Education,No,No,8212.0,8212,51-9194
238,Contact Center (Call Center) Agent,Administrative and Support Service Activities,Call centers and other related activities,Not Higher Education,No,No,4222.0,4222,43-4171 
239,Container Stacker Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8343.0,8343,53-7041
240,Content Editor,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,2642.0,2642,27-3041 
241,Content Writer,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,2641.0,2641,27-3043
242,Control Systems Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,Yes,No,3114.0,3114,17-3023
243,Cook,Accommodation and Food Service Activities,Event catering and other food service activities,Not Higher Education,No,No,5120.0,5120,35-2019
244,Cook (Healthcare Facility),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,5120.0,5120,35-2019
245,Cooling Systems Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Higher Education,No,Yes,3114.0,3114,17-3023
247,Cooperative Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,3343.0,3343,43-6011
248,Cooperative Development Officer,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,No,No,2424.0,2424,13-1151 
249,Corporate Auditor,Financial and Insurance Activities,Activities of holding companies,Higher Education,Yes,No,2411.0,2411,13-2082
250,Corporate Communications Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2432.0,2432,27-3031 
251,Cost Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082
252,Cost Controller,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,No,4311.0,4311,43-3031
253,Courier,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,4412.0,4412,43-9051
254,Courier Scheduler,Transportation and Storage,Courier activities,Higher Education,No,Yes,4323.0,4323,43-5032
255,Court Clerk,Public Administration and Defense; Compulsory Social Security,Justice and Judicial Activities,Higher Education,No,Yes,3411.0,3411,33-9031
256,Court Stenographer,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Not Higher Education,No,No,4131.0,4131,43-9022
257,"Crane, Hoist and Lift Operator",Transportation and Storage,Warehousing and storage,Not Higher Education,No,No,8343.0,8343,53-7041
258,Crawler Crane Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8343.0,8343,53-7041
259,Creative Writing Instructor,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,2641.0,2641,27-3043
260,Criminal Investigator (Registered Criminologist),Public Administration and Defense; Compulsory Social Security,Public Order and Safety Activities,Higher Education,Yes,No,3355.0,3355,33-3021
261,Crop Field Technician,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,3142.0,3142,19-4011
262,Cruise Cabin Attendant,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,Yes,5111.0,5111,53-6061
263,Cruise Operations Assistant,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,Yes,3152.0,3152,53-5021
264,Culinary Tour Assistant,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,Yes,5246.0,5246,35-9011 
265,Cultural Affairs Officer,Public Administration and Defense; Compulsory Social Security,Other Personal Service Activities,Higher Education,No,No,2432.0,2432,27-3031 
266,Cultural Dancer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,2653.0,2653,27-2032
267,Cultural Heritage Researcher,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,2621.0,2621,25-4012
268,Culture & Communications Analyst,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2432.0,2432,27-3031 
269,Curriculum Designer,Education,Educational support services,Not Higher Education,No,No,2351.0,2351,25-9031
270,Customer Interaction Specialist,Information and Communication,Other information service activities,Higher Education,No,No,4222.0,4222,43-4171 
271,Customer Service Representative,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Not Higher Education,No,No,4222.0,4222,43-4171 
272,Customs Officer,Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,Yes,No,3351.0,3351,33-3051
273,Cyber Threat Analyst,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,2529.0,2529,15-1199
274,Cybersecurity Help Desk,Information and Communication,Other information service activities,Not Higher Education,No,No,3512.0,3512,15-1151 
275,Dairy Farm Milker,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,3142.0,3142,19-4011
276,Dancer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,2653.0,2653,27-2032
277,Data Analyst Associate,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,2521.0,2521,15-1141
278,Data Annotation Associate,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,2124.0,2120,19-3022
279,Data Encoder (Healthcare Facility),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,4132.0,4132,43-9021
280,Data Encoding Associate,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,4132.0,4132,43-9021
281,Data Management Assistant,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,4415.0,4415,43-9071 
282,Data Quality Specialist,Information and Communication,"Data processing, hosting and related activities; web portals",Higher Education,No,No,2521.0,2521,15-1141
283,Data Scientist,Information and Communication,"Data processing, hosting and related activities; web portals",Higher Education,No,No,3314.0,3314,43-9111
