,,,,,,,,,,,,
Assessment Center,Class Name,Region,Province,City Name,Address,Center Manager,Phone,e mail,Qualification,Numberof Accredited Assessor,Assessed,Certified
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Bread and Pastry Production NC II,1,41,28
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Bread and Pastry Production NC II,1,40,37
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Bread and Pastry Production NC II,1,47,44
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Bread and Pastry Production NC II,1,31,26
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Bread and Pastry Production NC II,1,34,34
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Bread and Pastry Production NC II,1,6,6
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Caregiving NC II,1,22,21
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Caregiving NC II,1,19,19
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Caregiving NC II,1,32,32
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Computer Systems Servicing NC II,1,59,37
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Computer Systems Servicing NC II,1,52,43
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Computer Systems Servicing NC II,1,97,90
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Computer Systems Servicing NC II,1,69,67
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Cookery NC II,1,7,7
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Cookery NC II,1,23,23
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Cookery NC II,1,9,9
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Cookery NC II,1,17,17
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Cookery NC II,1,8,8
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Cookery NC II,1,20,20
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Cookery NC II,1,44,44
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Events Management Services NC III,1,17,17
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Food and Beverage Services NC II,1,88,81
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Food and Beverage Services NC II,1,9,9
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Food and Beverage Services NC II,1,9,9
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Food and Beverage Services NC II,1,48,47
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Housekeeping NC II,1,12,11
"DATA CENTER COLLEGE OF THE PHILIPPINES OF VIGAN CITY, ILOCOS SUR, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Tamag, Vigan City, Ilocos Sur",Lauro A. Rapisura,077 604 7294 / 09368043782,dccpvigan@yahoo.com,Housekeeping NC II,1,54,54
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Bread and Pastry Production NC II,1,21,21
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Bread and Pastry Production NC II,1,16,16
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Cookery NC II,1,26,26
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Cookery NC II,1,12,12
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Cookery NC II,1,17,17
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Cookery NC II,1,18,18
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Events Management Services NC III,1,24,24
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Events Management Services NC III,1,19,16
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Food and Beverage Services NC II,1,19,19
"ILOCOS BRIGHT INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santa Cruz,"Brgy, Sidaoen, Sta. Cruz, Ilocos Sur",Joeffrey Ancheta,0916-635-6220,ilocosbrightinstitute@yahoo.com,Food and Beverage Services NC III,1,74,45
ILOCOS SUR COMMUNITY COLLEGE,Local Universities and Colleges (LUC),Region I - Ilocos,Ilocos Sur,City of Vigan,"Vigan City, Ilocos Sur","Arnel Castro Doctolero, Ph.d",09976323983,iscc@gmail.com,Caregiving NC II,1,60,60
ILOCOS SUR COMMUNITY COLLEGE,Local Universities and Colleges (LUC),Region I - Ilocos,Ilocos Sur,City of Vigan,"Vigan City, Ilocos Sur","Arnel Castro Doctolero, Ph.d",09976323983,iscc@gmail.com,Caregiving NC II,1,76,76
ILOCOS SUR COMMUNITY COLLEGE,Local Universities and Colleges (LUC),Region I - Ilocos,Ilocos Sur,City of Vigan,"Vigan City, Ilocos Sur","Arnel Castro Doctolero, Ph.d",09976323983,iscc@gmail.com,Caregiving NC II,1,53,53
ILOCOS SUR COMMUNITY COLLEGE,Local Universities and Colleges (LUC),Region I - Ilocos,Ilocos Sur,City of Vigan,"Vigan City, Ilocos Sur","Arnel Castro Doctolero, Ph.d",09976323983,iscc@gmail.com,Caregiving NC II,1,10,10
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Barista NC II,1,49,48
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Barista NC II,1,161,161
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Carpentry NC II,1,49,49
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Carpentry NC II,1,23,23
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Computer Systems Servicing NC II,1,30,18
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Computer Systems Servicing NC II,1,20,17
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Computer Systems Servicing NC II,1,21,10
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Dressmaking NC II,1,74,69
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Electrical Installation and Maintenance NC II,1,20,20
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Electrical Installation and Maintenance NC II,1,40,37
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Electrical Installation and Maintenance NC II,1,20,20
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Electrical Installation and Maintenance NC II,1,52,47
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Electrical Installation and Maintenance NC II,1,41,39
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Electronic Products Assembly and Servicing NC II,1,16,6
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Electronic Products Assembly and Servicing NC II,1,20,17
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Electronic Products Assembly and Servicing NC II,1,58,61
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,62,61
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,25,25
"MAXIMA TECHNICAL AND SKILLS TRAINING INSTITUTE, INC.",,Region I - Ilocos,Ilocos Sur,Santiago,"Olo-olo Sur, Santiago, Ilocos Sur",Russell Vilmer C. Tandoc,09122779090/09174055250,soulmaker247@gmail.com,Tile Setting NC II,1,70,70
NARVACAN ACADEMY TRAINING CENTER INC.,TVI,Region I - Ilocos,Ilocos Sur,Narvacan,"Brgy. Quinnarayan, Narvacan, Ilocos Sur",Armida Blanca O. Menor,09175467989,assessmentcenternarvacanacadem@gmail.com,Automotive Servicing NC I,1,17,17
NARVACAN ACADEMY TRAINING CENTER INC.,TVI,Region I - Ilocos,Ilocos Sur,Narvacan,"Brgy. Quinnarayan, Narvacan, Ilocos Sur",Armida Blanca O. Menor,09175467989,assessmentcenternarvacanacadem@gmail.com,Driving NC II,1,23,23
NARVACAN ACADEMY TRAINING CENTER INC.,TVI,Region I - Ilocos,Ilocos Sur,Narvacan,"Brgy. Quinnarayan, Narvacan, Ilocos Sur",Armida Blanca O. Menor,09175467989,assessmentcenternarvacanacadem@gmail.com,Motorcycle/Small Engine Servicing NC II,1,15,15
NCJC SKILLS TRAINING AND ASSESSMENT INCORPORATED,,Region I - Ilocos,Ilocos Sur,San Vicente,"024 Poblacion Road, Poblacion, San Vicente, Ilocos Sur",Evhonne Joy A. Castañeda,0776328300,castillonorlito@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,57,54
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Bookkeeping NC III,1,26,15
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Bookkeeping NC III,1,8,7
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Carpentry NC II,1,23,23
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Driving (Passenger Bus/Straight Truck) NC III,1,20,20
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Driving NC II,1,56,56
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Heavy Equipment Operation (Backhoe Loader) NC II,1,20,20
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Heavy Equipment Operation (Wheel Loader) NC II,1,10,10
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Heavy Equipment Operation (Wheel Loader) NC II,1,34,34
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,1,23,23
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Trainers Methodology Level I,1,22,16
PROVINCIAL TRAINING CENTER CANDON CITY,,Region I - Ilocos,Ilocos Sur,City of Candon,"Tablac, Candon City, Ilocos Sur",Engr. Ed A. Frando,09754764893,ptcassessmentcenter@gmail.com,Trainers Methodology Level I,1,30,22
"ROYAL MAHARLIKA WELLNESS AND TRAINING CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Rivero St., Naturales Pavillion, Barangay Ix, Vigan City, Ilocos Sur",Ruben P. Marzan,09173181609,royalmaharlikaassessmentcenter@gmail.com,Driving NC II,1,88,88
"ROYAL MAHARLIKA WELLNESS AND TRAINING CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Rivero St., Naturales Pavillion, Barangay Ix, Vigan City, Ilocos Sur",Ruben P. Marzan,09173181609,royalmaharlikaassessmentcenter@gmail.com,Driving NC II,1,25,19
"ROYAL MAHARLIKA WELLNESS AND TRAINING CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Rivero St., Naturales Pavillion, Barangay Ix, Vigan City, Ilocos Sur",Ruben P. Marzan,09173181609,royalmaharlikaassessmentcenter@gmail.com,Hilot (Wellness Massage) NC II,1,83,83
"ROYAL MAHARLIKA WELLNESS AND TRAINING CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Rivero St., Naturales Pavillion, Barangay Ix, Vigan City, Ilocos Sur",Ruben P. Marzan,09173181609,royalmaharlikaassessmentcenter@gmail.com,Organic Agriculture Production NC II,1,24,24
"ROYAL MAHARLIKA WELLNESS AND TRAINING CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Vigan,"Rivero St., Naturales Pavillion, Barangay Ix, Vigan City, Ilocos Sur",Ruben P. Marzan,09173181609,royalmaharlikaassessmentcenter@gmail.com,Organic Agriculture Production NC II,1,20,20
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Bartending NC II,1,31,30
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Bread and Pastry Production NC II,1,80,61
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Bread and Pastry Production NC II,1,6,6
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Bread and Pastry Production NC II,1,44,44
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Commercial Cooking NC III,1,91,61
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Cookery NC II,1,20,20
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Cookery NC II,1,20,20
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Cookery NC II,1,81,81
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Cookery NC II,1,19,17
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Cookery NC II,1,10,10
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Cookery NC II,1,50,50
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Cookery NC II,1,68,68
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Cookery NC II,1,18,18
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Cookery NC II,1,55,54
"SYGLAT TRAINING AND DEVELOPMENT CENTER, INC.",,Region I - Ilocos,Ilocos Sur,City of Candon,"Queen's Tower, Gaerlan St., San Antonio, Candon City, Ilocos Sur",John Gacayan Pestilos,0905-388-5104,syglattdc@gmail.com,Events Management Services NC III,1,20,20
