Industry Boards Established by Year and by Sector,,,,,,,,,Partners Established by Year and by Sector,,,,,,,"Partnership Established for the Implementation of EBT program by Year, and by type of Enterprise",,,
"Importing 1.1
(from Pooling, Industry Boards )
[Region|Province|Year|Sector|Organizations|Collab]",Region,Province,Year,Sector,Target Organizations,Areas for Collaboration,,"Importing 1.1
(from Pooling, Partners Established)
[Region|Province|Year|Sector|Organizations|Collab]",Region,Province,Year,Sector,Target Organizations,Areas for Collaboration,,Region,"Baseline
(DTI 2022 Philippine MSME Statistics in Brief)",Year 2,Year 3
,,,,,,,,"REGION VII|CEBU|2026|ELECTRICAL & ELECTRONICS|TAIYO YUDEN PHILIPPINES, INC.|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,MANUFACTURING,MINGLANILLA TECHNO BUSINESS PARK,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2025|ELECTRICAL & ELECTRONICS|ON SEMICONDUCTOR CEBU PHILIPPINES, INC.|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,MANUFACTURING,"REPUBLIC CEMENT AND BUILDING MATERIALS, INC.","DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2026|TOURISM (HOTEL AND RESTAURANT)|BLUEWATER MARIBAGO BEACH RESORT|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,MANUFACTURING,SAN MIGUEL CORPORATION,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2025|TOURISM (HOTEL AND RESTAURANT)|CRIMSON RESORT AND SPA MACTAN|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,METALS AND ENGINEERING,CEBU INTEGRATED STEEL MILLS (CISM),"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2026|AGRICULTURE FORESTRY AND FISHERY|M&C AGRICULTURAL INTEGRATED FARM INCORPORATED|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,PROCESSED FOOD & BEVERAGES,DURANO SUGAR MILL,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2026|TOURISM (HOTEL AND RESTAURANT)|SOUFFLÉ CAKES CEBU AND CATERING SERVICES|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,PROCESSED FOOD & BEVERAGES,MAT-MAT CHICHARON,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2025|METALS AND ENGINEERING|METALWORKING INDUSTRIES ASSOCIATION OF THE PHILIPPINES|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,PROCESSED FOOD & BEVERAGES,"SUNPRIDE FOODS, INC.","DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2026|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOCENTRAL GROUP|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",CEBU HEALTH AND WELLNESS COUNCIL,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION;  PROVISION OF TECHNICAL EXPERTS FOR RELEVANT TESD ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2026|CREATIVE SECTOR|
CEBU FURNITURE INDUSTRIES FOUNDATION INCORPORATED 
|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,TOURISM (HOTEL AND RESTAURANT),ANIKA ISLAND RESORT,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2025|AGRICULTURE FORESTRY AND FISHERY|AKAI FOODS|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,TOURISM (HOTEL AND RESTAURANT),BLUEWATER MARIBAGO BEACH RESORT,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2025|PROCESSED FOOD & BEVERAGES|AKAI FOODS|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,TOURISM (HOTEL AND RESTAURANT),HAGNAYA BEACH RESORT AND RESTAURANT,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2026|MANUFACTURING|SAN MIGUEL CORPORATION|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,TOURISM (HOTEL AND RESTAURANT),MONTEBELLO VILLA HOTEL,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION;  PROVISION OF TECHNICAL EXPERTS FOR RELEVANT TESD ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2025|PROCESSED FOOD & BEVERAGES|PROFOOD INTERNATIONAL CORPORATION|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,TOURISM (HOTEL AND RESTAURANT),SAN REMIGIO BEACH CLUB,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
,,,,,,,,"REGION VII|CEBU|2026|PROCESSED FOOD & BEVERAGES|SUNPRIDE FOODS, INC.|DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",REGION VII,CEBU,2026,TOURISM (HOTEL AND RESTAURANT),SOUFFLÉ CAKES CEBU AND CATERING SERVICES,"DEVELOPMENT AND REVIEW OF TRAINING REGULATIONS (TR), COMPETENCY STANDARDS (CS) COMPETENCY-BASED CURRICULUM (CBC), COMPETENCY ASSESSMENT TOOLS (CATS); EXPANSION OF ASSESSMENT AND CERTIFICATION INFRASTRUCTURE, AND TVET PROGRAM REGISTRATION; IMPLEMENTATION OF EBET PROGRAMS;
IMPLEMENTATION OF RELEVANT TESD PROGRAMS; UPDATING OF PROVINCIAL SKILLS MAP; INPUTS TO POLICY FORMULATION; SUPPORT IN THE CONDUCT OF SKILLS COMPETITION; PROVISION OF TECHNICAL EXPERTS FOR RELEVANT ACTIVITIES/INITIATIVES
",,,,,
