Profile,,,,,,,,,,1,District 1,,,,,,,,,,2,District 2,,,,,,,,,,3,District 3,,,,,,,,,,4,Select a District from the Dropdown Option,,,,,,,,,,5,Select a District from the Dropdown Option,,,,,,,,,,6,Select a District from the Dropdown Option,,,,,,,,,,7,Select a District from the Dropdown Option,,,,,,,,,,8,Select a District from the Dropdown Option,,,,,,,,,,9,Select a District from the Dropdown Option,,,,,,,,,,10,Select a District from the Dropdown Option,,,,,,,,,,11,Select a District from the Dropdown Option,,,,,,,,,
Region,REGION_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Province,BOHOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of  Districts,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,"Subsector/
Value Chain",Job Requirement,Tasks,Program,"Type of Program
(TR, CS, New and Emerging, Diploma Programs)","Provincial Rank
(Averaged Across Districts)",HIGH,MEDIUM,LOW,,District 1,"Jobs Immediately Needed
(for the following years)",,"Assess the Requirements of Needed
Workers in Filling-up the Jobs Requirements",,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,District 2,"Jobs/Skills Immediately Needed
(for the following years)",,"Assess the Requirements of Needed
Workers in Fillin-up the Skills Requirements",,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,District 3,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier
INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,SENIOR DRUPAL DEVELOPER,"CONCEPTUALIZE, DESIGN, DEPLOY AND MONITOR WEBSITE",WEB DEVELOPMENT NC III,With TR,MEDIUM,0.00%,100.00%,0.00%,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 1|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|SENIOR DRUPAL DEVELOPER||WEB DEVELOPMENT NC III||With TR|MEDIUM,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 2|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|SENIOR DRUPAL DEVELOPER||WEB DEVELOPMENT NC III||With TR|MEDIUM,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 3|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|SENIOR DRUPAL DEVELOPER||WEB DEVELOPMENT NC III||With TR|MEDIUM,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,SENIOR SWIFT DEVELOPER,"CONCEPTUALIZE, DESIGN, DEPLOY AND MONITOR APPLICATIONS (EITHER WEB, DESKTOP OR MOBILE)",WEB DEVELOPMENT NC III,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 1|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|SENIOR SWIFT DEVELOPER||WEB DEVELOPMENT NC III||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 2|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|SENIOR SWIFT DEVELOPER||WEB DEVELOPMENT NC III||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 3|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|SENIOR SWIFT DEVELOPER||WEB DEVELOPMENT NC III||With TR|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
INFORMATION AND COMMUNICATION TECHNOLOGY,E-COMMERCE,SOCIAL MEDIA MANAGING,MANAGE SOCIAL MEDIA ACCOUNT,CONTENT CREATION (SOCIAL MEDIA) LEVEL III,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 1|INFORMATION AND COMMUNICATION TECHNOLOGY|E-COMMERCE|SOCIAL MEDIA MANAGING||CONTENT CREATION (SOCIAL MEDIA) LEVEL III||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 2|INFORMATION AND COMMUNICATION TECHNOLOGY|E-COMMERCE|SOCIAL MEDIA MANAGING||CONTENT CREATION (SOCIAL MEDIA) LEVEL III||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 3|INFORMATION AND COMMUNICATION TECHNOLOGY|E-COMMERCE|SOCIAL MEDIA MANAGING||CONTENT CREATION (SOCIAL MEDIA) LEVEL III||With TR|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,STRUCTURED CABLING,PROVIDE PREMISES CABLING (NETWORK),COMPUTER SYSTEMS SERVICING NC II,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 1|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|STRUCTURED CABLING||COMPUTER SYSTEMS SERVICING NC II||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 2|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|STRUCTURED CABLING||COMPUTER SYSTEMS SERVICING NC II||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 3|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|STRUCTURED CABLING||COMPUTER SYSTEMS SERVICING NC II||With TR|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
INFORMATION AND COMMUNICATION TECHNOLOGY,MULTIMEDIA SERVICES,VIDEO EDITOR,"CREATE, ENHANCE, SEQUENCE AND EDIT VIDEOS",FILM AND VIDEO POSTPRODUCTION NC III,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 1|INFORMATION AND COMMUNICATION TECHNOLOGY|MULTIMEDIA SERVICES|VIDEO EDITOR||FILM AND VIDEO POSTPRODUCTION NC III||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 2|INFORMATION AND COMMUNICATION TECHNOLOGY|MULTIMEDIA SERVICES|VIDEO EDITOR||FILM AND VIDEO POSTPRODUCTION NC III||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 3|INFORMATION AND COMMUNICATION TECHNOLOGY|MULTIMEDIA SERVICES|VIDEO EDITOR||FILM AND VIDEO POSTPRODUCTION NC III||With TR|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
INFORMATION AND COMMUNICATION TECHNOLOGY,CONTACT CENTER AND BPO,VIRTUAL ASSISTANT DEVELOPING,PROVIDE VIRTUAL CLERICAL SERVICES,VIRTUAL ASSISTANT SERVICES LEVEL III,With TR,MEDIUM,0.00%,100.00%,0.00%,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
INFORMATION AND COMMUNICATION TECHNOLOGY,MULTIMEDIA SERVICES,VISUAL GRAPHIC DESIGNER,CREATE AND DESIGN GRAPHICS,VISUAL GRAPHIC DESIGN NC III,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 1|INFORMATION AND COMMUNICATION TECHNOLOGY|MULTIMEDIA SERVICES|VISUAL GRAPHIC DESIGNER||VISUAL GRAPHIC DESIGN NC III||With TR|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 3|INFORMATION AND COMMUNICATION TECHNOLOGY|MULTIMEDIA SERVICES|VISUAL GRAPHIC DESIGNER||VISUAL GRAPHIC DESIGN NC III||With TR|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
INFORMATION AND COMMUNICATION TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,WEB DEVELOPER AND DESIGNER,"CONCEPTUALIZE, DESIGN, DEPLOY AND MONITOR WEBSITE",WEB DEVELOPMENT NC III,With TR,MEDIUM,0.00%,100.00%,0.00%,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 1|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|WEB DEVELOPER AND DESIGNER||WEB DEVELOPMENT NC III||With TR|MEDIUM,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 2|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|WEB DEVELOPER AND DESIGNER||WEB DEVELOPMENT NC III||With TR|MEDIUM,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 3|INFORMATION AND COMMUNICATION TECHNOLOGY|INFORMATION TECHNOLOGY SERVICES|WEB DEVELOPER AND DESIGNER||WEB DEVELOPMENT NC III||With TR|MEDIUM,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
OTHERS,FURNITURE/SOUVENIRS/UPCYCLING,PRODUCT DESIGNER,TO DESIGN PRODUCT OUT OF WOOD AND BAMBOO/SOUVENIR AND UPCYCLED PRODUCTS,WOOD CARVING LEVEL II,With CS,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 1|OTHERS|FURNITURE/SOUVENIRS/UPCYCLING|PRODUCT DESIGNER||WOOD CARVING LEVEL II||With CS|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 2|OTHERS|FURNITURE/SOUVENIRS/UPCYCLING|PRODUCT DESIGNER||WOOD CARVING LEVEL II||With CS|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 3|OTHERS|FURNITURE/SOUVENIRS/UPCYCLING|PRODUCT DESIGNER||WOOD CARVING LEVEL II||With CS|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
OTHERS,LANGUAGE EDUCATION AND INSTRUCTION,SKILL IN FOREIGN LANGUAGE ,TO TEACH ENGLISH LANGUAGE,LANGUAGE B1 LEVEL,With CS,HIGH,100.00%,0.00%,0.00%,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
OTHERS,CULTURAL EXCHANGE AND INTERNATIONAL RELATION,SKILL IN JAPANESE LANGUAGE,TO STUDY AND WORK LOCAL/ABROAD,LANGUAGE A1 LEVEL,With CS,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 1|OTHERS|CULTURAL EXCHANGE AND INTERNATIONAL RELATION|SKILL IN JAPANESE LANGUAGE||LANGUAGE A1 LEVEL||With CS|HIGH,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 2|OTHERS|CULTURAL EXCHANGE AND INTERNATIONAL RELATION|SKILL IN JAPANESE LANGUAGE||LANGUAGE A1 LEVEL||With CS|HIGH,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 3|OTHERS|CULTURAL EXCHANGE AND INTERNATIONAL RELATION|SKILL IN JAPANESE LANGUAGE||LANGUAGE A1 LEVEL||With CS|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
OTHERS,LANGUAGE EDUCATION AND INSTRUCTION,SKILL IN KOREAN LANGUAGE,TO STUDY AND WORK LOCAL/ABROAD,LANGUAGE A1 LEVEL,With CS,MEDIUM,0.00%,100.00%,0.00%,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 1|OTHERS|LANGUAGE EDUCATION AND INSTRUCTION|SKILL IN KOREAN LANGUAGE||LANGUAGE A1 LEVEL||With CS|MEDIUM,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 2|OTHERS|LANGUAGE EDUCATION AND INSTRUCTION|SKILL IN KOREAN LANGUAGE||LANGUAGE A1 LEVEL||With CS|MEDIUM,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 3|OTHERS|LANGUAGE EDUCATION AND INSTRUCTION|SKILL IN KOREAN LANGUAGE||LANGUAGE A1 LEVEL||With CS|MEDIUM,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
OTHERS,MARKETING,SOCIAL MEDIA MANAGER/CONTENT CREATOR,"TO CREATE CURATE, AND ANALYZE SOCIAL MEDIA CONTENTS",CONTENT CREATION (SOCIAL MEDIA) LEVEL III,With CS,MEDIUM,0.00%,100.00%,0.00%,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,MEDIUM,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",HAIRSTYLING AND HAIRCARE,BEAUTICIAN SPECIALIST,"TO STYLE, CUT, COLOR AND TREAT HAIR",HAIRDRESSING NC II,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,"REGION_VII|BOHOL|District 1|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|HAIRSTYLING AND HAIRCARE|BEAUTICIAN SPECIALIST||HAIRDRESSING NC II||With TR|HIGH",,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,"REGION_VII|BOHOL|District 3|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|HAIRSTYLING AND HAIRCARE|BEAUTICIAN SPECIALIST||HAIRDRESSING NC II||With TR|HIGH",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",COLLECTION AND DISBURSMENT,BOOKKEEPING,TO COLLECT AND MONITOR CASH FLOW/RECEIPT,BOOKKEEPING NC III,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 1|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|COLLECTION AND DISBURSMENT|BOOKKEEPING||BOOKKEEPING NC III||With TR|HIGH",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 2|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|COLLECTION AND DISBURSMENT|BOOKKEEPING||BOOKKEEPING NC III||With TR|HIGH",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 3|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|COLLECTION AND DISBURSMENT|BOOKKEEPING||BOOKKEEPING NC III||With TR|HIGH",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
